Date,Price,Daily Return
2022-01-04,100.17922492592002,-0.0006896088135671815
2022-01-05,100.50306919497037,0.003232648977767746
2022-01-06,101.26458412317439,0.007577031570316778
2022-01-07,101.14750743581271,-0.0011561464294295287
2022-01-10,101.03043895733812,-0.0011574034935945762
2022-01-11,101.82004536509181,0.007815529813615083
2022-01-12,102.20376272966827,0.0037685837125742386
2022-01-13,101.9690255367008,-0.002296756858046004
2022-01-14,102.24030555849379,0.0026604159485210557
2022-01-17,102.00859671208755,-0.002266316059410344
2022-01-18,101.77573183530242,-0.0022827965905890726
2022-01-19,101.89671297108544,0.0011887031770873285
2022-01-20,100.94007284875654,-0.009388331521551158
2022-01-21,100.07761393250003,-0.008544266829971272
2022-01-24,99.79647016787953,-0.0028092572711627584
2022-01-25,99.29005460771232,-0.005074483689806971
2022-01-26,99.44717827400996,0.0015824713453771386
2022-01-27,98.99316623624935,-0.0045653586722154355
2022-01-28,98.28701438558171,-0.007133339375996834
2022-01-31,99.01983877004248,0.007455963425502851
2022-02-01,98.90695061979922,-0.0011400558882491139
2022-02-02,98.94071472214318,0.0003413723922574049
2022-02-03,98.22834062903645,-0.007200009572472803
2022-02-04,97.95614926677386,-0.002771006417491378
2022-02-07,98.0116105616288,0.0005661849232547197
2022-02-08,97.43611377291765,-0.0058717205585483365
2022-02-09,97.62396278209047,0.0019279197609483787
2022-02-10,97.32364343713108,-0.003076287177869875
2022-02-11,97.17779656223443,-0.001498575985709598
2022-02-14,96.87694325611974,-0.0030959058216762226
2022-02-15,97.8030823483742,0.009559953701325674
2022-02-16,97.79633373600524,-6.90020417242848e-05
2022-02-17,97.2674782715273,-0.005407722807948536
2022-02-18,97.67875072757889,0.004228262759146513
2022-02-21,97.06832890259338,-0.006249279607270406
2022-02-22,97.17276070009575,0.0010758586109704989
2022-02-23,96.19292563815587,-0.01008343341159098
2022-02-24,95.52883261370665,-0.006903761581670787
2022-02-25,95.62726323164121,0.0010303760157164398
2022-02-28,95.99649652163892,0.0038611717780033332
2022-03-01,96.08218066223391,0.0008925757053610578
2022-03-02,96.02435652103978,-0.0006018196172858139
2022-03-03,95.87380467324513,-0.001567850629247987
2022-03-04,95.13454367806142,-0.007710771442765259
2022-03-07,94.77462157386407,-0.0037832956388096106
2022-03-08,94.54430218838418,-0.0024301799538221816
2022-03-09,95.07286330149364,0.005590618375460397
2022-03-10,95.24467244627786,0.0018071312761390307
2022-03-11,94.3631523685965,-0.009255321636793637
2022-03-14,94.5251943532939,0.0017172167379957365
2022-03-15,94.33265321308573,-0.0020369293237158435
2022-03-16,93.99419221293276,-0.00358795166492809
2022-03-17,94.3000303573532,0.0032537983168959427
2022-03-18,94.81553011860117,0.0054665916786503285
2022-03-21,95.28117017815927,0.004911010453410385
2022-03-22,94.86156141654794,-0.0044039001706919975
2022-03-23,94.70695522862233,-0.0016298085928262895
2022-03-24,94.87258694432413,0.0017488865026011853
2022-03-25,95.3603595078853,0.005141343556357627
2022-03-28,95.12077238896265,-0.002512439342291337
2022-03-29,95.02794290063075,-0.0009759118434437005
2022-03-30,94.47477541362774,-0.005821103457763444
2022-03-31,93.8766721015874,-0.006330825444376361
2022-04-01,94.28293501278449,0.004327623701418146
2022-04-04,94.9610550270699,0.007192393980877459
2022-04-05,94.92504996627974,-0.0003791560738230651
2022-04-06,95.42681641522576,0.0052859224106203495
2022-04-07,95.60763442774957,0.001894834380065989
2022-04-08,95.285074550447,-0.003373787869904095
2022-04-11,95.46577235320122,0.001896391471662677
2022-04-12,96.2347906364342,0.008055434573846967
2022-04-13,96.21687761687923,-0.00018613870759735072
2022-04-14,96.99919944478623,0.00813081703837951
2022-04-15,95.68932689274135,-0.013503952192826948
2022-04-18,96.10027814492896,0.00429464043203327
2022-04-19,96.14380167904805,0.0004528970670974649
2022-04-20,95.99429800381512,-0.001555000661738091
2022-04-21,96.04017839208286,0.0004779490992884158
2022-04-22,95.04639393478243,-0.010347590705666149
2022-04-25,94.93655799086366,-0.0011556034834328713
2022-04-26,95.11511427661954,0.0018807958655195614
2022-04-27,95.8540612989903,0.007768975814103694
2022-04-28,95.59492618985348,-0.00270343379951863
2022-04-29,95.19067938840688,-0.004228747461384733
2022-05-02,94.93980086661462,-0.00263553662400705
2022-05-03,95.39750192546565,0.004820960805406309
2022-05-04,95.5618774802955,0.0017230593203402002
2022-05-05,95.29699737841197,-0.0027718176836588142
2022-05-06,95.55363109496865,0.002692988484596412
2022-05-09,95.60216986964267,0.0005079741514560848
2022-05-10,96.08649236490912,0.005066019902339529
2022-05-11,95.73546581797044,-0.0036532351041141655
2022-05-12,95.57163474467156,-0.0017112892479197329
2022-05-13,95.37558066810547,-0.0020513835207471524
2022-05-16,94.64382319403941,-0.0076723776562103215
2022-05-17,94.7918833325717,0.0015643930426260692
2022-05-18,94.92241096866165,0.0013769916948690928
2022-05-19,94.92496769698288,2.693492817063081e-05
2022-05-20,94.80767413029531,-0.0012356450524374802
2022-05-23,94.0999887592701,-0.00746443130808827
2022-05-24,93.88966609788741,-0.00223509762493963
2022-05-25,93.71830883962403,-0.0018250917846989777
2022-05-26,93.31717020501323,-0.004280258997174749
2022-05-27,93.23652734918022,-0.0008641802538143524
2022-05-30,93.43855277758749,0.0021668055873709465
2022-05-31,94.38164572819275,0.010093188759570298
2022-06-01,94.46893463460867,0.0009248504382653178
2022-06-02,94.59770982997006,0.0013631485933388325
2022-06-03,94.56048687208697,-0.0003934868819762426
2022-06-06,93.60110126443745,-0.010145734644400621
2022-06-07,93.58784432671284,-0.00014163228365393692
2022-06-08,93.61795943168336,0.00032178436406109153
2022-06-09,94.849580487926,0.013155820354548597
2022-06-10,94.75340000553544,-0.0010140317110080273
2022-06-13,94.90417367670224,0.00159122175202151
